Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
186,Marc Fortier,21,QUE,C,27,4,10,14,-17,12,0.2,1,3,0,1,6,4,0,40,10.0,,,fortima01
187,Nick Fotiu,35,PHI,LW,23,0,0,0,-9,40,-0.8,0,0,0,0,0,0,0,9,0.0,,,fotiuni01
188,Jim Fox,27,LAK,RW,68,16,35,51,-7,18,3.0,14,2,0,1,24,11,0,120,13.3,,,foxji01
189,Lou Franceschetti,29,WSH,RW,59,4,8,12,2,113,-0.1,3,1,0,1,8,0,0,53,7.5,,,franclo01
190,Ron Francis*,24,HAR,C,80,25,50,75,-8,87,5.6,13,11,1,3,25,25,0,172,14.5,,,francro01
191,Curt Fraser,30,TOT,LW,37,5,7,12,-20,77,-0.2,4,1,0,1,6,1,0,72,6.9,,,frasecu01
191,Curt Fraser,30,CHI,LW,27,4,6,10,-13,57,0.0,3,1,0,1,5,1,0,51,7.8,,,frasecu01
191,Curt Fraser,30,MNS,LW,10,1,1,2,-7,20,-0.2,1,0,0,0,1,0,0,21,4.8,,,frasecu01
192,Dan Frawley,25,PIT,RW,47,6,8,14,0,152,0.2,3,1,2,1,8,0,0,66,9.1,,,frawlda01
193,Mark Freer,19,PHI,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,,,freerma01
194,Miroslav Fryčer,28,TOR,RW,38,12,20,32,8,41,2.5,11,1,0,2,19,1,0,76,15.8,,,frycemi01
195,Jody Gage,28,BUF,RW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,,,gagejo01
196,Dave Gagner,23,MNS,RW,51,8,11,19,-14,55,0.4,6,0,2,0,8,3,0,87,9.2,,,gagneda01
197,Bob Gainey*,34,MTL,LW,78,11,11,22,8,14,0.7,11,0,0,1,11,0,0,101,10.9,,,gainebo01
198,Gerard Gallant,24,DET,LW,73,34,39,73,24,242,6.6,24,10,0,3,30,9,0,197,17.3,,,gallage01
199,Garry Galley,24,WSH,D,58,7,23,30,11,44,5.7,4,3,0,0,7,16,0,100,7.0,,,gallega01
200,Perry Ganchar,24,TOT,RW,31,3,5,8,-1,36,-0.1,3,0,0,0,5,0,0,35,8.6,,,ganchpe01
200,Perry Ganchar,24,PIT,RW,30,2,5,7,0,36,-0.2,2,0,0,0,5,0,0,34,5.9,,,ganchpe01
200,Perry Ganchar,24,MTL,RW,1,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,1,100.0,,,ganchpe01
201,Bill Gardner,27,CHI,C,2,1,0,1,-1,2,0.1,0,1,0,0,0,0,0,1,100.0,,,gardnbi01
202,Mike Gartner*,28,WSH,RW,80,48,33,81,20,73,8.3,29,19,0,7,18,13,2,316,15.2,,,gartnmi01
203,Stew Gavin,27,HAR,RW,56,11,10,21,-17,59,0.8,6,2,3,1,7,2,1,125,8.8,,,gavinst01
204,Eric Germain,21,LAK,D,4,0,1,1,-2,13,0.0,0,0,0,0,1,0,0,2,0.0,,,germaer01
205,Lee Giffin,20,PIT,RW,19,0,2,2,-2,9,-0.4,0,0,0,0,2,0,0,8,0.0,,,giffile01
206,Greg Gilbert,26,NYI,LW,76,17,28,45,14,46,2.9,15,1,1,0,27,1,0,77,22.1,,,gilbegr01
207,Curt Giles,29,TOT,D,72,1,12,13,-33,76,1.4,1,0,0,0,7,5,0,72,1.4,,,gilescu01
207,Curt Giles,29,MNS,D,59,1,12,13,-28,66,1.2,1,0,0,0,7,5,0,60,1.7,,,gilescu01
207,Curt Giles,29,NYR,D,13,0,0,0,-5,10,0.2,0,0,0,0,0,0,0,12,0.0,,,gilescu01
208,Randy Gilhen,24,WIN,C,13,3,2,5,5,15,0.4,2,0,1,0,2,0,0,21,14.3,,,gilhera01
209,Todd Gill,22,TOR,D,65,8,17,25,-20,131,2.7,7,1,0,3,14,3,0,109,7.3,,,gillto01
210,Clark Gillies*,33,BUF,LW,25,5,2,7,1,51,0.3,5,0,0,1,2,0,0,23,21.7,,,gillicl01
211,Paul Gillis,24,QUE,C,80,7,10,17,-29,164,-0.9,6,1,0,0,7,2,1,82,8.5,,,gillipa01
212,Doug Gilmour*,24,STL,C,72,36,50,86,-13,59,6.8,15,19,2,4,24,25,1,163,22.1,,,gilmodo01
213,Gaston Gingras,28,TOT,D,70,7,23,30,1,20,5.0,4,3,0,0,14,9,0,133,5.3,,,gingrga01
213,Gaston Gingras,28,STL,D,68,7,22,29,0,18,4.8,4,3,0,0,13,9,0,131,5.3,,,gingrga01
213,Gaston Gingras,28,MTL,D,2,0,1,1,1,2,0.2,0,0,0,0,1,0,0,2,0.0,,,gingrga01
214,Brian Glynn,20,CGY,D,67,5,14,19,-2,87,2.3,1,4,0,1,7,6,1,84,6.0,,,glynnbr01
215,Dave Goertz,22,PIT,D,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,2,0.0,,,goertda01
216,Guy Gosselin,24,WIN,D,5,0,0,0,-1,6,0.1,0,0,0,0,0,0,0,1,0.0,,,gossegu01
217,Steve Gotaas,20,PIT,C,36,5,6,11,-11,45,-0.1,5,0,0,1,6,0,0,27,18.5,,,gotaast01
218,Bobby Gould,30,WSH,RW,72,12,14,26,-1,56,1.1,12,0,0,2,14,0,0,119,10.1,,,gouldbo01
219,Michel Goulet*,27,QUE,LW,80,48,58,106,-31,56,8.3,18,29,1,4,33,25,0,284,16.9,,,goulemi01
220,Dirk Graham,28,TOT,RW,70,24,24,48,-7,71,3.4,13,10,1,2,17,7,0,173,13.9,,,grahadi01
220,Dirk Graham,28,CHI,RW,42,17,19,36,4,32,3.0,10,6,1,2,14,5,0,107,15.9,,,grahadi01
220,Dirk Graham,28,MNS,RW,28,7,5,12,-11,39,0.5,3,4,0,0,3,2,0,66,10.6,,,grahadi01
221,Dan Gratton,21,LAK,C,7,1,0,1,1,5,0.0,1,0,0,0,0,0,0,3,33.3,,,grattda01
222,Adam Graves,19,DET,C,9,0,1,1,-2,8,-0.2,0,0,0,0,1,0,0,9,0.0,,,gravead01
223,Steve Graves,23,EDM,LW,21,3,4,7,13,10,0.4,3,0,0,0,4,0,0,21,14.3,,,gravest01
224,Rick Green,31,MTL,D,59,2,11,13,21,33,4.2,1,1,0,0,10,1,0,44,4.5,,,greenri01
225,Randy Gregg,31,EDM,D,15,1,2,3,4,8,0.7,1,0,0,0,2,0,0,20,5.0,,,greggra01
226,Ron Greschner,33,NYR,D,51,1,5,6,-9,82,1.8,1,0,0,0,2,3,0,67,1.5,,,grescro01
227,Wayne Gretzky*,27,EDM,C,64,40,109,149,39,24,12.8,26,9,5,3,65,40,4,211,19.0,,,gretzwa01
228,Jari Grönstrand,25,NYR,D,62,3,11,14,8,63,3.8,2,1,0,0,9,2,0,65,4.6,,,gronsja01
229,Scott Gruhl,28,PIT,LW,6,1,0,1,0,0,0.0,1,0,0,0,0,0,0,7,14.3,,,gruhlsc01
230,Paul Guay,24,LAK,RW,33,4,4,8,-7,40,-0.1,4,0,0,0,4,0,0,42,9.5,,,guaypa01
231,Stéphane Guérard,19,QUE,D,30,0,0,0,-7,34,0.6,0,0,0,0,0,0,0,12,0.0,,,guerast01
232,Bengt-Åke Gustafsson,29,WSH,C,78,18,36,54,2,29,3.6,6,7,5,3,17,18,1,136,13.2,,,gustabe01
233,Kevan Guy,22,CGY,D,11,0,3,3,1,8,0.4,0,0,0,0,3,0,0,4,0.0,,,guyke01
234,Ari Haanpää,22,NYI,RW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,,,haanpar01
235,Marc Habscheid,24,MNS,C,16,4,11,15,-4,6,0.9,1,3,0,0,9,1,1,44,9.1,,,habscma01
236,Bob Halkidis,21,BUF,D,30,0,3,3,6,115,1.3,0,0,0,0,3,0,0,26,0.0,,,halkibo01
237,Taylor Hall,23,BOS,LW,7,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,5,0.0,,,hallta01
238,Doug Halward,32,DET,D,70,5,21,26,6,130,4.3,2,3,0,1,8,12,1,88,5.7,,,halwado01
239,Gilles Hamel,27,WIN,LW,63,8,11,19,-16,35,0.1,7,1,0,0,10,1,0,106,7.5,,,hamelgi01
240,Ken Hammond,24,LAK,D,46,7,9,16,-1,69,2.5,6,1,0,1,5,4,0,52,13.5,,,hammoke01
241,Ron Handy,25,STL,LW,4,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,4,0.0,,,handyro01
242,Dave Hannan,26,TOT,C,72,13,14,27,10,66,1.1,10,0,3,3,14,0,0,96,13.5,,,hannada01
242,Dave Hannan,26,EDM,C,51,9,11,20,12,43,0.9,7,0,2,2,11,0,0,62,14.5,,,hannada01
242,Dave Hannan,26,PIT,C,21,4,3,7,-2,23,0.2,3,0,1,1,3,0,0,34,11.8,,,hannada01
243,Mark Hardy,28,TOT,D,80,8,24,32,-32,130,3.0,3,4,1,1,10,14,0,134,6.0,,,hardyma01
243,Mark Hardy,28,LAK,D,61,6,22,28,-27,99,2.2,1,4,1,1,8,14,0,107,5.6,,,hardyma01
243,Mark Hardy,28,NYR,D,19,2,2,4,-5,31,0.8,2,0,0,0,2,0,0,27,7.4,,,hardyma01
244,Scott Harlow,24,STL,LW,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,,,harlosc01
245,Mike Hartman,20,BUF,LW,18,3,1,4,-3,90,0.0,3,0,0,1,1,0,0,24,12.5,,,hartmmi01
246,Craig Hartsburg,28,MNS,D,27,3,16,19,-2,29,2.3,1,2,0,1,4,11,1,83,3.6,,,hartscr01
247,Kevin Hatcher,21,WSH,D,71,14,27,41,1,137,7.0,9,5,0,3,14,12,1,181,7.7,,,hatchke01
248,Dale Hawerchuk*,24,WIN,C,80,44,77,121,-9,59,10.0,21,20,3,4,36,39,2,292,15.1,,,hawerda01
249,Greg Hawgood,19,BOS,D,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,,,hawgogr01
250,Alan Haworth,27,QUE,C,72,23,34,57,-5,112,3.9,17,6,0,2,22,12,0,171,13.5,,,haworal01
251,Dale Henry,23,NYI,LW,48,5,15,20,8,115,0.7,5,0,0,0,12,3,0,53,9.4,,,henryda01
252,Tim Higgins,29,DET,RW,62,12,13,25,5,94,1.2,11,0,1,1,12,1,0,63,19.0,,,higgiti01
253,Al Hill,32,PHI,LW,12,1,0,1,0,10,-0.2,1,0,0,0,0,0,0,9,11.1,,,hillal01
254,Randy Hillier,27,PIT,D,55,1,12,13,-6,144,1.8,1,0,0,0,8,3,1,44,2.3,,,hillira01
255,Tom Hirsch,25,MNS,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,,,hirscto01
256,Dan Hodgson,22,VAN,C,8,3,7,10,1,2,0.8,2,1,0,1,3,4,0,7,42.9,,,hodgsda01
257,Benoît Hogue,21,BUF,C,3,1,1,2,3,0,0.2,1,0,0,1,1,0,0,3,33.3,,,hoguebe01
258,Ed Hospodar,28,BUF,D,42,0,1,1,-1,98,1.1,0,0,0,0,1,0,0,15,0.0,,,hospoed01
259,Paul Houck,24,MNS,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,,,houckpa01
260,Doug Houda,21,DET,D,11,1,1,2,0,10,0.5,1,0,0,0,1,0,0,10,10.0,,,houdado01
261,Mike Hough,24,QUE,LW,17,3,2,5,-8,2,0.0,3,0,0,1,2,0,0,23,13.0,,,houghmi01
262,Bill Houlder,20,WSH,D,30,1,2,3,-2,10,1.4,1,0,0,0,2,0,0,20,5.0,,,houldbi01
263,Phil Housley*,23,BUF,D,74,29,37,66,-17,96,8.0,23,6,0,1,15,22,0,231,12.6,,,houslph01
264,Mark Howe*,32,PHI,D,75,19,43,62,23,62,9.3,10,8,1,4,22,17,4,177,10.7,,,howema02
265,Jiří Hrdina,30,CGY,C,9,2,5,7,7,2,0.6,2,0,0,0,4,1,0,13,15.4,,,hrdinji01
266,Tony Hrkac,21,STL,C,67,11,37,48,5,22,2.8,8,2,1,3,23,11,3,86,12.8,,,hrkacto01
267,Willie Huber,30,TOT,D,56,9,22,31,-16,70,3.8,4,5,0,0,11,11,0,111,8.1,,,huberwi01
267,Willie Huber,30,VAN,D,35,4,10,14,-10,40,1.9,2,2,0,0,5,5,0,79,5.1,,,huberwi01
267,Willie Huber,30,NYR,D,11,1,3,4,-4,14,0.5,1,0,0,0,2,1,0,18,5.6,,,huberwi01
267,Willie Huber,30,PHI,D,10,4,9,13,-2,16,1.4,1,3,0,0,4,5,0,14,28.6,,,huberwi01
268,Charlie Huddy,28,EDM,D,77,13,28,41,23,71,6.3,11,2,0,2,14,13,1,163,8.0,,,huddych01
269,Kerry Huffman,20,PHI,D,52,6,17,23,-11,34,3.0,3,3,0,2,10,7,0,84,7.1,,,huffmke01
270,Brett Hull*,23,TOT,RW,65,32,32,64,14,16,5.5,26,6,0,3,22,10,0,211,15.2,,,hullbr01
270,Brett Hull*,23,CGY,RW,52,26,24,50,10,12,4.2,22,4,0,3,16,8,0,153,17.0,,,hullbr01
270,Brett Hull*,23,STL,RW,13,6,8,14,4,4,1.3,4,2,0,0,6,2,0,58,10.3,,,hullbr01
271,Dale Hunter,27,WSH,C,79,22,37,59,7,240,4.4,11,11,0,1,21,16,0,126,17.5,,,hunteda02
272,Dave Hunter,30,TOT,LW,80,14,21,35,9,83,1.6,12,0,2,1,20,1,0,133,10.5,,,hunteda01
272,Dave Hunter,30,PIT,LW,59,11,18,29,8,77,1.6,9,0,2,1,17,1,0,115,9.6,,,hunteda01
272,Dave Hunter,30,EDM,LW,21,3,3,6,1,6,0.0,3,0,0,0,3,0,0,18,16.7,,,hunteda01
273,Mark Hunter,25,STL,RW,66,32,31,63,-6,136,5.2,18,14,0,0,18,13,0,164,19.5,,,huntema01
274,Tim Hunter,27,CGY,RW,68,8,5,13,-8,337,-0.9,8,0,0,0,5,0,0,60,13.3,,,hunteti01
275,Al Iafrate,21,TOR,D,77,22,30,52,-21,80,5.9,15,4,3,4,17,12,1,169,13.0,,,iafraal01
276,Peter Ihnačák,30,TOR,C,68,10,20,30,-6,41,1.0,10,0,0,0,18,2,0,75,13.3,,,ihnacpe01
277,Jeff Jackson,22,QUE,LW,68,9,18,27,5,103,1.2,7,0,2,3,17,0,1,98,9.2,,,jacksje01
278,Jim Jackson,27,BUF,LW,5,2,0,2,0,0,0.2,1,1,0,1,0,0,0,11,18.2,,,jacksji01
279,Craig Janney,20,BOS,C,15,7,9,16,6,0,1.5,6,1,0,1,5,4,0,29,24.1,,,jannecr01
280,Mark Janssens,19,NYR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,janssma01
281,Hannu Järvenpää,24,WIN,RW,41,6,11,17,0,34,0.7,5,1,0,0,10,1,0,52,11.5,,,jarveha01
282,Doug Jarvis,32,HAR,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,,,jarvido01
283,Wes Jarvis,29,TOR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,jarviwe01
284,Chris Jensen,24,NYR,C,7,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,11,0.0,,,jensech01
285,David Jensen,22,WSH,C,5,0,1,1,0,4,0.0,0,0,0,0,1,0,0,1,0.0,,,jenseda03
286,Calle Johansson,20,BUF,D,71,4,38,42,12,37,5.9,2,2,0,0,19,18,1,93,4.3,,,johanca01
287,Jim Johnson,25,PIT,D,55,1,12,13,-4,87,1.9,1,0,0,0,9,2,1,44,2.3,,,johnsji02
288,Mark Johnson,30,NJD,LW,54,14,19,33,-10,14,1.9,9,2,3,3,8,10,1,121,11.6,,,johnsma02
289,Brad Jones,22,WIN,LW,19,2,5,7,2,15,0.3,2,0,0,1,4,0,1,33,6.1,,,jonesbr01
290,Tomas Jonsson,27,NYI,D,72,6,41,47,6,115,6.1,5,1,0,1,12,27,2,121,5.0,,,jonssto01
291,Chris Joseph,18,TOT,D,24,0,8,8,-1,18,1.0,0,0,0,0,3,5,0,14,0.0,,,josepch01
291,Chris Joseph,18,PIT,D,17,0,4,4,2,12,0.7,0,0,0,0,2,2,0,13,0.0,,,josepch01
291,Chris Joseph,18,EDM,D,7,0,4,4,-3,6,0.2,0,0,0,0,1,3,0,1,0.0,,,josepch01
292,Bob Joyce,21,BOS,LW,15,7,5,12,4,10,1.1,5,2,0,0,3,2,0,30,23.3,,,joycebo01
293,Mark Kachowski,22,PIT,LW,38,5,3,8,1,126,-0.1,5,0,0,1,3,0,0,21,23.8,,,kachoma01
294,Steve Kasper,26,BOS,C,79,26,44,70,-1,35,5.0,14,9,3,5,29,11,4,166,15.7,,,kaspest01
295,Ed Kastelic,24,WSH,RW,35,1,0,1,-3,78,-0.7,1,0,0,0,0,0,0,20,5.0,,,kasteed01
296,Dean Kennedy,25,LAK,D,58,1,11,12,-22,158,0.8,1,0,0,0,11,0,0,40,2.5,,,kennede01
297,Alan Kerr,23,NYI,RW,80,24,34,58,30,198,4.7,20,4,0,2,27,7,0,196,12.2,,,kerral01
298,Tim Kerr,28,PHI,RW,8,3,2,5,0,12,0.4,1,2,0,0,0,2,0,34,8.8,,,kerrti01
299,Ian Kidd,23,VAN,D,19,4,7,11,-3,25,1.5,1,3,0,0,5,2,0,22,18.2,,,kiddia01
300,Derek King,20,NYI,LW,55,12,24,36,7,30,2.2,11,1,0,4,18,6,0,94,12.8,,,kingde01
301,Kris King,21,DET,LW,3,1,0,1,1,2,0.1,1,0,0,0,0,0,0,3,33.3,,,kingkr01
302,Kelly Kisio,28,NYR,C,77,23,55,78,8,88,5.7,13,9,1,1,39,16,0,145,15.9,,,kisioke01
303,Scot Kleinendorst,28,HAR,D,44,3,6,9,-5,86,2.7,3,0,0,0,6,0,0,44,6.8,,,kleinsc01
304,Petr Klíma,23,DET,LW,78,37,25,62,4,46,5.3,26,6,5,5,19,6,0,174,21.3,,,klimape01
305,Gord Kluzak,23,BOS,D,66,6,31,37,18,135,6.4,5,0,1,0,16,15,0,168,3.6,,,kluzago01
306,Joe Kocur,23,DET,RW,63,7,7,14,-11,263,-0.5,7,0,0,1,6,1,0,41,17.1,,,kocurjo01
307,Steve Konroyd,26,NYI,D,62,2,15,17,16,99,3.9,1,1,0,0,8,6,1,105,1.9,,,konrost01
308,Chris Kontos,24,TOT,C,42,3,17,20,-2,14,0.5,2,1,0,0,11,6,0,36,8.3,,,kontoch01
308,Chris Kontos,24,PIT,C,36,1,7,8,-3,12,-0.4,1,0,0,0,7,0,0,17,5.9,,,kontoch01
308,Chris Kontos,24,LAK,C,6,2,10,12,1,2,0.9,1,1,0,0,4,6,0,19,10.5,,,kontoch01
309,John Kordic,22,MTL,RW,60,2,6,8,0,159,-0.8,2,0,0,0,6,0,0,17,11.8,,,kordijo01
310,Jim Korn,30,NJD,LW,52,8,13,21,-22,140,0.2,5,3,0,0,9,4,0,49,16.3,,,kornji01
311,Chris Kotsopoulos,29,TOR,D,21,2,2,4,-3,19,0.7,2,0,0,0,2,0,0,22,9.1,,,kotsoch01
312,Dale Krentz,26,DET,LW,6,2,0,2,2,5,0.2,2,0,0,1,0,0,0,5,40.0,,,krentda01
313,Richard Kromm,23,NYI,LW,71,5,10,15,2,20,-0.4,4,0,1,1,9,0,1,84,6.0,,,krommri01
314,Uwe Krupp,22,BUF,D,75,2,9,11,-1,151,2.8,2,0,0,0,6,2,1,84,2.4,,,kruppuw01
315,Mike Krushelnyski,27,EDM,LW,76,20,27,47,26,64,3.3,16,4,0,0,25,1,1,124,16.1,,,krushmi01
316,Bob Kudelski,23,LAK,C,26,0,1,1,-10,8,-0.9,0,0,0,0,1,0,0,18,0.0,,,kudelbo01
317,Stu Kulak,24,QUE,RW,14,1,1,2,-5,28,-0.2,1,0,0,0,1,0,0,22,4.5,,,kulakst01
318,Mark Kumpel,26,TOT,RW,45,4,6,10,4,23,0.0,4,0,0,0,6,0,0,42,9.5,,,kumpema01
318,Mark Kumpel,26,WIN,RW,32,4,4,8,4,19,0.2,4,0,0,0,4,0,0,36,11.1,,,kumpema01
318,Mark Kumpel,26,DET,RW,13,0,2,2,0,4,-0.2,0,0,0,0,2,0,0,6,0.0,,,kumpema01
319,Jari Kurri*,27,EDM,RW,80,43,53,96,25,30,8.3,30,10,3,5,31,19,3,207,20.8,,,kurrija01
320,Tom Kurvers,25,NJD,D,56,5,29,34,6,46,4.9,3,2,0,1,8,19,2,88,5.7,,,kurveto01
321,Jim Kyte,23,WIN,D,51,1,3,4,1,128,2.1,1,0,0,0,3,0,0,59,1.7,,,kyteji01
322,Normand Lacombe,23,EDM,RW,53,8,9,17,-3,36,0.1,7,1,0,2,9,0,0,44,18.2,,,lacomno01
323,Randy Ladouceur,27,HAR,D,67,1,7,8,7,91,4.2,1,0,0,1,5,2,0,37,2.7,,,ladoura01
324,Pat LaFontaine*,22,NYI,C,75,47,45,92,12,52,8.6,32,15,0,7,29,16,0,242,19.4,,,lafonpa01
325,Jason Lafreniere,21,QUE,C,40,10,19,29,-1,4,1.8,5,5,0,1,10,9,0,54,18.5,,,lafreja01
326,Tom Laidlaw,29,LAK,D,57,1,12,13,3,47,2.3,1,0,0,0,9,2,1,30,3.3,,,laidlto01
327,Mike Lalor,24,MTL,D,66,1,10,11,4,113,3.2,1,0,0,0,10,0,0,41,2.4,,,lalormi01
328,Mark Lamb,23,EDM,C,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,,,lambma01
329,Lane Lambert,23,QUE,RW,61,13,28,41,0,98,2.5,13,0,0,2,22,6,0,98,13.3,,,lambela01
330,Mitch Lamoureux,25,PHI,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,,,lamoumi01
331,Rod Langway*,30,WSH,D,63,3,13,16,1,28,4.1,3,0,0,1,11,1,1,49,6.1,,,langwro01
332,Jean-Marc Lanthier,24,VAN,RW,5,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,3,33.3,,,lanthje01
333,Rick Lanz,26,TOR,D,75,6,22,28,-12,65,3.4,3,3,0,0,15,7,0,145,4.1,,,lanzri01
334,Steve Larmer,26,CHI,LW,80,41,48,89,-5,42,7.5,13,21,7,0,25,19,4,245,16.7,,,larmest01
335,Denis Larocque,20,LAK,D,8,0,1,1,-4,18,0.0,0,0,0,0,1,0,0,2,0.0,,,larocde01
336,Pierre Larouche,32,NYR,C,10,3,9,12,-3,13,0.8,1,2,0,0,5,4,0,30,10.0,,,laroupi01
337,Reed Larson,31,BOS,D,62,10,24,34,3,93,5.5,4,5,1,1,16,7,1,151,6.6,,,larsore01
338,David Latta,21,QUE,LW,10,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,13,0.0,,,lattada01
339,Brad Lauer,21,NYI,RW,69,17,18,35,13,67,2.3,14,3,0,4,15,3,0,94,18.1,,,lauerbr01
340,Craig Laughlin,30,TOT,RW,59,9,13,22,-16,32,0.5,4,5,0,1,8,5,0,74,12.2,,,laughcr01
340,Craig Laughlin,30,WSH,RW,40,5,5,10,-8,26,0.0,2,3,0,1,3,2,0,45,11.1,,,laughcr01
340,Craig Laughlin,30,LAK,RW,19,4,8,12,-8,6,0.5,2,2,0,0,5,3,0,29,13.8,,,laughcr01
341,Mark LaVarre,22,CHI,RW,18,1,1,2,-8,25,-0.4,1,0,0,0,1,0,0,17,5.9,,,lavarma01
342,Paul Lawless,23,TOT,LW,49,4,11,15,-11,16,0.0,4,0,0,1,10,1,0,96,4.2,,,lawlepa01
342,Paul Lawless,23,HAR,LW,28,4,5,9,-2,16,0.4,4,0,0,1,4,1,0,71,5.6,,,lawlepa01
342,Paul Lawless,23,VAN,LW,13,0,1,1,-9,0,-0.5,0,0,0,0,1,0,0,15,0.0,,,lawlepa01
342,Paul Lawless,23,PHI,LW,8,0,5,5,0,0,0.2,0,0,0,0,5,0,0,10,0.0,,,lawlepa01
343,Brian Lawton,22,MNS,C,74,17,24,41,-10,71,2.3,10,7,0,1,14,9,1,155,11.0,,,lawtobr01
344,Derek Laxdal,21,TOR,RW,5,0,0,0,0,6,-0.1,0,0,0,0,0,0,0,2,0.0,,,laxdade01
345,Steve Leach,22,WSH,RW,8,1,1,2,2,17,0.1,1,0,0,1,1,0,0,5,20.0,,,leachst01
346,John LeBlanc,24,VAN,LW,41,12,10,22,-12,18,1.3,9,3,0,1,9,1,0,86,14.0,,,leblajo01
347,Grant Ledyard,26,TOT,D,44,5,10,15,-11,66,2.2,3,2,0,1,5,5,0,81,6.2,,,ledyagr01
347,Grant Ledyard,26,LAK,D,23,1,7,8,-7,52,0.7,0,1,0,0,3,4,0,40,2.5,,,ledyagr01
347,Grant Ledyard,26,WSH,D,21,4,3,7,-4,14,1.5,3,1,0,1,2,1,0,41,9.8,,,ledyagr01
348,Gary Leeman,23,TOR,RW,80,30,31,61,-6,62,4.5,24,6,0,0,24,7,0,234,12.8,,,leemaga01
349,Brian Leetch*,19,NYR,D,17,2,12,14,5,0,2.0,1,1,0,1,5,7,0,40,5.0,,,leetcbr01
350,Tommy Lehman,23,BOS,C,9,1,3,4,0,6,0.1,1,0,0,0,2,1,0,5,20.0,,,lehmato01
351,Ken Leiter,26,NYI,D,51,4,13,17,18,24,3.8,3,1,0,1,10,3,0,104,3.8,,,leiteke01
352,Moe Lemay,25,TOT,LW,6,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,7,0.0,,,lemaymo01
352,Moe Lemay,25,EDM,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,5,0.0,,,lemaymo01
352,Moe Lemay,25,BOS,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,,,lemaymo01
353,Claude Lemieux,22,MTL,RW,78,31,30,61,16,137,5.3,25,6,0,3,24,6,0,241,12.9,,,lemiecl01
354,Jocelyn Lemieux,20,STL,RW,23,1,0,1,-5,42,-0.5,1,0,0,0,0,0,0,19,5.3,,,lemiejo01
355,Mario Lemieux*,22,PIT,C,77,70,98,168,23,92,16.2,38,22,10,7,36,58,4,382,18.3,,,lemiema01
356,Dave Lewis,34,DET,D,6,0,0,0,-3,18,0.0,0,0,0,0,0,0,0,3,0.0,,,lewisda02
357,Doug Lidster,27,VAN,D,64,4,32,36,-19,105,3.9,1,2,1,0,9,22,1,133,3.0,,,lidstdo01
358,Ken Linseman,29,BOS,C,77,29,45,74,36,167,6.6,22,7,0,5,31,12,2,150,19.3,,,linseke01
359,Robert Logan,23,BUF,RW,16,3,2,5,1,0,0.2,2,1,0,1,2,0,0,15,20.0,,,loganro01
360,Claude Loiselle,24,NJD,C,68,17,18,35,7,121,2.3,12,3,2,2,14,4,0,117,14.5,,,loisecl01
361,Troy Loney,24,PIT,RW,65,5,13,18,-3,151,-0.2,4,1,0,0,13,0,0,87,5.7,,,loneytr01
362,Håkan Loob,27,CGY,RW,80,50,56,106,41,47,10.1,33,9,8,4,25,26,5,198,25.3,,,loobha01
363,Kevin Lowe*,28,EDM,D,70,9,15,24,18,89,4.4,6,2,1,2,8,6,1,82,11.0,,,loweke01
364,Dave Lowry,22,VAN,LW,22,1,3,4,-2,38,-0.2,1,0,0,0,2,1,0,14,7.1,,,lowryda01
365,Jan Ludvig,26,BUF,RW,13,1,6,7,1,65,0.3,1,0,0,0,6,0,0,13,7.7,,,ludvija01
366,Craig Ludwig,26,MTL,D,74,4,10,14,17,69,4.6,4,0,0,0,9,0,1,82,4.9,,,ludwicr01
367,Steve Ludzik,26,CHI,C,73,6,15,21,-14,40,-0.2,5,1,0,1,13,2,0,55,10.9,,,ludzist01
368,Paul MacDermid,24,HAR,RW,80,20,15,35,3,139,2.6,16,4,0,2,12,3,0,96,20.8,,,macdepa01
