Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
435,Gates Orlando,23,BUF,C,60,13,12,25,-6,29,1.0,10,1,2,1,11,1,0,70,18.6,,,orlanga01
436,Mark Osborne,24,NYR,LW,62,16,24,40,5,80,2.4,10,5,1,1,17,6,1,134,11.9,,,osborma01
437,Joel Otto,24,CGY,C,79,25,34,59,25,188,4.1,16,9,0,2,24,10,0,147,17.0,,,ottojo01
438,Wilf Paiement,30,TOT,RW,52,8,18,26,2,158,1.1,6,2,0,0,15,3,0,89,9.0,,,paiemwi01
438,Wilf Paiement,30,QUE,RW,44,7,12,19,0,145,0.7,5,2,0,0,10,2,0,75,9.3,,,paiemwi01
438,Wilf Paiement,30,NYR,RW,8,1,6,7,2,13,0.4,1,0,0,0,5,1,0,14,7.1,,,paiemwi01
439,Dave Pasin,19,BOS,RW,71,18,19,37,-1,50,1.9,14,4,0,3,14,5,0,116,15.5,,,pasinda01
440,Greg Paslawski,24,STL,RW,56,22,11,33,-9,18,2.1,20,1,1,3,6,5,0,151,14.6,,,paslagr01
441,Joe Paterson,25,TOT,LW,52,9,18,27,-4,165,1.1,7,2,0,1,13,5,0,77,11.7,,,paterjo01
441,Joe Paterson,25,LAK,LW,47,9,18,27,-6,153,1.2,7,2,0,1,13,5,0,75,12.0,,,paterjo01
441,Joe Paterson,25,PHI,LW,5,0,0,0,2,12,-0.1,0,0,0,0,0,0,0,4,0.0,,,paterjo01
442,Mark Paterson,21,HAR,D,5,0,0,0,-5,5,-0.1,0,0,0,0,0,0,0,0,,,,paterma01
443,Rick Paterson,27,CBH,C,70,9,3,12,-1,24,-0.7,4,0,5,0,3,0,0,36,25.0,,,paterri01
444,James Patrick,22,NYR,D,75,14,29,43,12,88,7.3,11,2,1,1,15,14,0,131,10.7,,,patrija01
445,Steve Patrick,24,TOT,RW,55,8,16,24,-6,54,0.7,7,1,0,0,12,4,0,49,16.3,,,patrist01
445,Steve Patrick,24,NYR,RW,28,4,3,7,-7,37,-0.1,4,0,0,0,3,0,0,20,20.0,,,patrist01
445,Steve Patrick,24,QUE,RW,27,4,13,17,1,17,0.8,3,1,0,0,9,4,0,29,13.8,,,patrist01
446,Colin Patterson,25,CGY,RW,61,14,13,27,8,22,1.2,14,0,0,1,12,0,1,84,16.7,,,patteco01
447,Mark Pavelich,27,NYR,C,59,20,20,40,-3,82,2.6,12,8,0,3,11,9,0,104,19.2,,,pavelma02
448,Jim Pavese,23,STL,D,69,4,7,11,-2,116,3.3,3,1,0,0,6,1,0,51,7.8,,,pavesji01
449,Steve Payne,27,MNS,LW,22,8,4,12,1,8,0.8,5,3,0,2,2,2,0,60,13.3,,,paynest01
450,Barry Pederson,24,BOS,C,79,29,47,76,17,60,5.6,17,12,0,6,27,20,0,192,15.1,,,pederba01
451,Jim Peplinski,25,CGY,LW,77,24,35,59,30,214,4.2,23,0,1,3,35,0,0,161,14.9,,,pepliji01
452,Gilbert Perreault*,35,BUF,C,72,21,39,60,-10,28,3.6,15,5,1,3,29,10,0,164,12.8,,,perregi01
453,Stefan Persson,31,NYI,D,56,1,19,20,-2,40,2.8,0,1,0,0,14,5,0,46,2.2,,,perssst01
454,Brent Peterson,27,VAN,C,77,8,23,31,-8,94,0.8,5,0,3,2,17,6,0,86,9.3,,,peterbr01
455,Michel Petit,21,VAN,D,32,1,6,7,-6,27,1.5,0,1,0,0,3,3,0,43,2.3,,,petitmi01
456,Jörgen Pettersson,29,TOT,LW,70,13,21,34,-15,12,1.1,9,4,0,3,14,7,0,99,13.1,,,pettejo01
456,Jörgen Pettersson,29,WSH,LW,47,8,16,24,-4,10,0.9,6,2,0,3,12,4,0,74,10.8,,,pettejo01
456,Jörgen Pettersson,29,HAR,LW,23,5,5,10,-11,2,0.1,3,2,0,0,2,3,0,27,18.5,,,pettejo01
457,Lyle Phair,24,LAK,LW,15,0,1,1,-12,2,-0.6,0,0,0,0,1,0,0,11,0.0,,,phairly01
458,Robert Picard,28,TOT,D,68,9,32,41,-5,53,5.4,7,1,1,1,16,16,0,171,5.3,,,picarro02
458,Robert Picard,28,QUE,D,48,7,27,34,-2,36,4.4,5,1,1,0,11,16,0,131,5.3,,,picarro02
458,Robert Picard,28,WIN,D,20,2,5,7,-3,17,1.0,2,0,0,1,5,0,0,40,5.0,,,picarro02
459,Dave Pichette,25,NJD,D,33,7,12,19,-11,22,2.0,3,4,0,1,3,9,0,59,11.9,,,picheda01
460,Larry Playfair,27,TOT,D,61,1,3,4,-22,128,1.2,1,0,0,0,3,0,0,40,2.5,,,playfla01
460,Larry Playfair,27,BUF,D,47,1,2,3,-8,100,1.6,1,0,0,0,2,0,0,34,2.9,,,playfla01
460,Larry Playfair,27,LAK,D,14,0,1,1,-14,28,-0.3,0,0,0,0,1,0,0,6,0.0,,,playfla01
461,Willi Plett,30,MNS,RW,59,10,7,17,-22,231,-0.3,6,4,0,0,7,0,0,72,13.9,,,plettwi01
462,Walt Poddubny,25,TOR,LW,33,12,22,34,6,25,2.5,7,5,0,1,15,7,0,76,15.8,,,podduwa01
463,Paul Pooley,25,WIN,C,3,0,1,1,1,0,0.0,0,0,0,0,1,0,0,2,0.0,,,poolepa01
464,Victor Posa,19,CBH,LW,2,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,1,0.0,,,posavi01
465,Mike Posavad,22,STL,D,6,0,0,0,-1,0,0.2,0,0,0,0,0,0,0,2,0.0,,,posavmi01
466,Denis Potvin*,32,NYI,D,74,21,38,59,34,78,9.2,12,8,1,4,26,12,0,168,12.5,,,potvide01
467,Daniel Poudrier,21,QUE,D,13,1,5,6,2,10,1.0,1,0,0,1,5,0,0,6,16.7,,,poudrda01
468,Dave Poulin,27,PHI,C,79,27,42,69,21,49,5.0,19,2,6,2,31,7,4,181,14.9,,,poulida02
469,Wayne Presley,20,CBH,RW,38,7,8,15,-4,38,0.3,7,0,0,1,8,0,0,56,12.5,,,preslwa01
470,Rich Preston,33,NJD,RW,76,19,22,41,3,65,2.1,16,3,0,2,16,6,0,118,16.1,,,prestri01
471,Pat Price,30,QUE,D,54,3,13,16,1,82,3.2,3,0,0,0,11,2,0,49,6.1,,,pricepa01
472,Bob Probert,20,DET,LW,44,8,13,21,-14,186,0.6,5,3,0,0,9,4,0,46,17.4,,,probebo01
473,Brian Propp,26,PHI,LW,72,40,57,97,22,47,8.0,27,11,2,5,26,25,6,317,12.6,,,proppbr01
474,Chris Pryor,25,MNS,D,7,0,1,1,-1,0,0.2,0,0,0,0,1,0,0,8,0.0,,,pryorch01
475,Joel Quenneville,27,HAR,D,71,5,20,25,23,83,5.4,4,1,0,1,17,0,3,49,10.2,,,quennjo01
476,Dan Quinn,20,CGY,C,78,30,42,72,-11,44,4.4,10,17,3,3,22,19,1,191,15.7,,,quinnda01
477,Herb Raglan,18,STL,RW,7,0,0,0,-3,5,-0.3,0,0,0,0,0,0,0,4,0.0,,,raglahe01
478,Rob Ramage,27,STL,D,77,10,56,66,19,171,8.8,3,7,0,2,31,25,0,228,4.4,,,ramagro01
479,Mike Ramsey,25,BUF,D,76,7,21,28,4,117,5.4,6,1,0,1,16,5,0,154,4.5,,,ramsemi01
480,Craig Redmond,20,LAK,D,73,6,18,24,-34,57,2.1,3,3,0,0,11,6,1,116,5.2,,,redmocr01
481,Mark Reeds,26,STL,RW,78,10,28,38,13,28,1.6,10,0,0,2,27,1,0,108,9.3,,,reedsma01
482,Joe Reekie,20,BUF,D,3,0,0,0,-2,14,0.0,0,0,0,0,0,0,0,1,0.0,,,reekijo01
483,Dave Reid,21,BOS,LW,37,10,10,20,2,10,1.2,6,4,0,1,5,5,0,53,18.9,,,reidda02
484,Paul Reinhart,26,CGY,D,32,8,25,33,8,15,3.9,4,4,0,2,13,12,0,58,13.8,,,reinhpa01
485,Stéphane Richer,19,MTL,C,65,21,16,37,1,50,2.4,16,5,0,2,9,7,0,112,18.8,,,richest02
486,Steve Richmond,26,TOT,D,46,1,4,5,-15,145,1.1,1,0,0,0,4,0,0,26,3.8,,,richmst01
486,Steve Richmond,26,DET,D,29,1,2,3,-17,82,0.2,1,0,0,0,2,0,0,18,5.6,,,richmst01
486,Steve Richmond,26,NYR,D,17,0,2,2,2,63,0.9,0,0,0,0,2,0,0,8,0.0,,,richmst01
487,Dave Richter,25,TOT,D,64,0,5,5,-7,167,2.2,0,0,0,0,5,0,0,22,0.0,,,richtda01
487,Dave Richter,25,PHI,D,50,0,2,2,-1,138,1.9,0,0,0,0,2,0,0,17,0.0,,,richtda01
487,Dave Richter,25,MNS,D,14,0,3,3,-6,29,0.3,0,0,0,0,3,0,0,5,0.0,,,richtda01
488,Mike Ridley,22,NYR,C,80,22,43,65,-1,69,4.0,15,7,0,6,29,14,0,150,14.7,,,ridlemi01
489,Doug Risebrough,32,CGY,C,62,15,28,43,22,169,2.7,12,0,3,1,28,0,0,92,16.3,,,risebdo01
490,Gordie Roberts,28,MNS,D,76,2,21,23,17,101,4.7,2,0,0,0,21,0,0,66,3.0,,,robergo02
491,Torrie Robertson,24,HAR,LW,76,13,24,37,-11,358,1.2,10,3,0,0,20,4,0,87,14.9,,,roberto01
492,Larry Robinson*,34,MTL,D,78,19,63,82,25,39,11.3,9,10,0,1,31,32,0,167,11.4,,,robinla01
493,Normand Rochefort,25,QUE,D,26,5,4,9,10,30,2.4,3,2,0,0,3,1,0,51,9.8,,,rocheno01
